대피장소명,세부위치명,수용인원,도로명주소,위도,경도,설치년도,설치형태,관리기관전화번호,관리기관명,데이터기준일자
벌곡초등학교 강당,강당,867,충청남도 논산시 벌곡면 대둔로 821-8(한삼천리),36.20813449,127.2660068,2021,화학사고,041-746-5522,충청남도 논산시 문화환경국 환경과,2026-05-06
논산동성초등학교 강당,강당,419,충청남도 논산시 관촉로 263(취암동),36.20296428,127.0929284,2021,화학사고,041-746-5522,충청남도 논산시 문화환경국 환경과,2026-05-06
청동초등학교 강당,강당,2087,충청남도 논산시 연산면 선비로293번길 29-5(청동리),36.2126488,127.1963945,2021,화학사고,041-746-5522,충청남도 논산시 문화환경국 환경과,2026-05-06
원봉초등학교 강당,강당,800,충청남도 논산시 성동면 성동로 552(정지리),36.21254458,127.0604697,2021,화학사고,041-746-5522,충청남도 논산시 문화환경국 환경과,2026-05-06
광석초등학교 강당,강당,664,충청남도 논산시 광석면 사계로 451(신당리),36.24387851,127.0808419,2021,화학사고,041-746-5522,충청남도 논산시 문화환경국 환경과,2026-05-06
노성초등학교 강당,강당,800,충청남도 논산시 노성면 노성로507번길 11(송당리),36.27846813,127.1213637,2021,화학사고,041-746-5522,충청남도 논산시 문화환경국 환경과,2026-05-06
대성고등학교,강당,1250,충청북도 청주시 청원구 대성로300번길 18 (내덕동),36.65346829,127.490766,2021,화학사고,043-201-1652,충청북도 청주시,2026-03-26
청주중앙중학교,강당,1526,충청북도 청주시 청원구 향군로115번길 17(우암동),36.65428359,127.4797606,2021,화학사고,043-201-1652,충청북도 청주시,2026-03-26
청주농업고등학교,강당,1260,충청북도 청주시 청원구 내덕로 45(내덕동),36.65865061,127.4861629,2021,화학사고,043-201-1652,충청북도 청주시,2026-03-26
서경중학교,강당,1172,충청북도 청주시 흥덕구 가경로 41(가경동),36.61886245,127.4412983,2021,화학사고,043-201-1652,충청북도 청주시,2026-03-26
오창중학교,강당,1178,충청북도 청주시 청원구 오창읍 팔결로 619(창리),36.7352839,127.4612931,2023,화학사고,043-201-1652,충청북도 청주시,2026-03-26
용아초등학교,강당,735,충북 청주시 상당구 중고개로142번길 32-15 (용암동),36.61828375,127.5225532,2024,화학사고,043-201-1652,충청북도 청주시,2026-03-26
미호중학교,강당,680,충북 청주시 흥덕구 강내면 가로수로 602 (월곡리),36.62359608,127.3667578,2024,화학사고,043-201-1652,충청북도 청주시,2026-03-26
대천여자고등학교,체육관 강당,991,충청남도 보령시 중앙로 264(대천동),36.360644,126.584174,0,화학사고,041-930-3677,충청남도 보령시 에너지환경국 기후환경과,2021-11-19
대천여자중학교,체육관 C동교실,1378,충청남도 보령시 옥갓티1길 31(대천동),36.354806,126.593392,0,화학사고,041-930-3677,충청남도 보령시 에너지환경국 기후환경과,2021-11-19
오포2리마을회관,전체시설,199,충청남도 보령시 오천면 오천중앙로 525(오포리),36.40612,126.522071,0,화학사고,041-930-3677,충청남도 보령시 에너지환경국 기후환경과,2021-11-19
청룡초등학교,체육관,803,충청남도 보령시 대해로 646(신흑동),36.319616,126.538417,2021,화학사고,041-930-3677,충청남도 보령시 에너지환경국 기후환경과,2021-11-19
영보2리노인회관,전체시설,242,충남 보령시 오천면 오천해안로 525 (영보리),36.42290526,126.502902,2003,화학사고,041-930-3677,충청남도 보령시 에너지환경국 기후환경과,2025-09-08
웅천복지관,전체시설,512,충남 보령시 웅천읍 장터2길 15 (대창리),36.23263293,126.6014661,2009,화학사고,041-930-3677,충청남도 보령시 에너지환경국 기후환경과,2025-09-08
칠곡초등학교,강당,425,경상남도 의령군 칠곡면 칠곡로 59(외조리),35.34102863,128.1956935,2021,화학사고,055-570-2202,경상남도 의령군 행정복지국 사회복지과,2019-04-01
가례초등학교,강당(급식소),581,경상남도 의령군 가례면 가례로 128(수성리),35.33331932,128.2464469,2021,화학사고,055-570-2202,경상남도 의령군 행정복지국 사회복지과,2019-04-10
대의초등학교,강당,399,경상남도 의령군 대의면 대의로 31-6(마쌍리),35.37127628,128.1086148,2021,화학사고,055-570-2202,경상남도 의령군 행정복지국 사회복지과,2019-04-04
정곡초등학교,강당,556,경상남도 의령군 정곡면 법정로 937-6(중교리),35.37944091,128.3244072,2021,화학사고,055-570-2202,경상남도 의령군 행정복지국 사회복지과,2019-04-05
지정면사무소,회의실,298,경상남도 의령군 지정면 함의로5길 8(봉곡리),35.38253087,128.3859826,2021,화학사고,055-570-2202,경상남도 의령군 행정복지국 사회복지과,2022-09-15
동부사회복지관,프로그램실 등,210,경상남도 의령군 부림면 신번로 181(신반리),35.46949219,128.3246732,2021,화학사고,055-570-2202,경상남도 의령군 행정복지국 사회복지과,2019-04-10
부림초등학교,강당,210,경상남도 의령군 부림면 대한로 1721(신반리),35.46559204,128.3207729,2021,화학사고,055-570-2202,경상남도 의령군 행정복지국 사회복지과,2019-04-09
삼례초등학교 강당,삼례초등학교 강당,762,전북특별자치도 완주군 삼례읍 후정로 30 (후정리),35.91003783,127.0680073,2022,화학사고,063-291-2031,전북특별자치도교육청 전북특별자치도완주교육지원청 삼례초등학교,2022-05-04
대전지족초등학교,강당,530,대전광역시 유성구 노은서로 238 (지족동),36.3809,127.31734,2021,화학사고,042-611-2309,대전광역시 유성구 생활환경국 푸른환경과,2026-05-07
구례실내체육관,체육관,7951,전라남도 구례군 구례읍 동편제길 4,35.21569478,127.4680812,2021,화학사고,061-780-2982,전라남도 구례군 환경과,2021-10-05
고한고등학교,체육관,2301,강원특별자치도 정선군 고한읍 고한9길 160 (고한리),37.20647453,128.8524385,2024,화학사고,033-560-2354,강원특별자치도 정선군 시설국 환경과,2023-12-14
사북중고등학교,체육관,139,강원특별자치도 정선군 사북읍 소금강로 3640 (사북리),37.22817631,128.8284785,2024,화학사고,033-560-2354,강원특별자치도 정선군 시설국 환경과,2023-12-14
예미초등학교,체육관,604,강원특별자치도 정선군 신동읍 의림로 327 (예미리),37.22108489,128.6455424,2024,화학사고,033-560-2354,강원특별자치도 정선군 시설국 환경과,2023-12-14
화동초등학교,체육관,2038,강원특별자치도 정선군 화암면 그림바위길 66-20 (화암리),37.3389375,128.7874976,2024,화학사고,033-560-2354,강원특별자치도 정선군 시설국 환경과,2023-12-14
증산초등학교,체육관,4635,강원특별자치도 정선군 남면 민둥산로 12 (무릉리),37.25446992,128.7811968,2024,화학사고,033-560-2354,강원특별자치도 정선군 시설국 환경과,2023-12-14
여량초등학교,체육관,3573,강원특별자치도 정선군 여량면 서동로 2950 (여량리),37.47159826,128.7279932,2024,화학사고,033-560-2354,강원특별자치도 정선군 시설국 환경과,2023-12-14
북평초등학교,체육관,973,강원특별자치도 정선군 북평면 서동로 2170 (북평리),37.45441147,128.6743257,2024,화학사고,033-560-2354,강원특별자치도 정선군 시설국 환경과,2023-12-14
임계중고등학교,체육관,2987,강원특별자치도 정선군 임계면 백두대간로 1313 (봉산리),37.49206975,128.8445413,2024,화학사고,033-560-2354,강원특별자치도 정선군 시설국 환경과,2023-12-14
문기초등학교,1층 강당,1100,경기 안성시 공도읍 서동대로 4424 (양기리),37.00763129,127.1942551,2025,화학사고,031-678-2632,경기도 안성시 주거환경국 환경과,2024-01-01
개산초등학교,1층 체육관,699,경기 안성시 금광면 외개산길 42 (개산리),36.98432737,127.3019093,2025,화학사고,031-678-2632,경기도 안성시 주거환경국 환경과,2024-01-01
미양초등학교,1층 체육관,967,경기 안성시 미양면 양지길 40 (양지리),36.97521937,127.2139052,2025,화학사고,031-678-2632,경기도 안성시 주거환경국 환경과,2024-01-01
동아방송예술대학교,2층 체육관,2854,경기 안성시 삼죽면 동아예대길 47 (진촌리),37.05781504,127.3584093,2025,화학사고,031-678-2632,경기도 안성시 주거환경국 환경과,2025-09-09
원곡초등학교,2층 체육관,627,경기 안성시 원곡면 가천중앙1길 51-17 (내가천리),37.04132761,127.1273753,2025,화학사고,031-678-2632,경기도 안성시 주거환경국 환경과,2024-01-01
일죽고등학교,2층 체육관,813,경기 안성시 일죽면 서동대로 7446 (송천리),37.09186096,127.4736023,2025,화학사고,031-678-2632,경기도 안성시 주거환경국 환경과,2025-09-09
상록수체육관,체육관,9774,경기도 안산시 상록구 용신로 412(본오동),37.30097133,126.8685168,2023,화학사고,031-481-2243,경기도 안산시 환경녹지국 환경정책과,2023-08-14
각골체육관,체육관,1200,경기도 안산시 상록구 석호로 400(본오동),37.29258543,126.8752135,2023,화학사고,031-481-2243,경기도 안산시 환경녹지국 환경정책과,2023-08-14
선부체육관,체육관,5740,경기도 안산시 단원구 선부로 96 (선부동),37.34091175,126.8048024,2024,화학사고,031-481-2243,경기도 안산시 환경녹지국 환경정책과,2024-02-27
초지동 행정복지센터,행정기관,1231,경기도 안산시 단원구 초지동로 67 (초지동),37.30998287,126.8168734,2024,화학사고,031-481-2243,경기도 안산시 환경녹지국 환경정책과,2024-02-27
신길동 행정복지센터,행정기관,603,경기도 안산시 단원구 삼일로 42-7 (신길동),37.33479669,126.7831978,2024,화학사고,031-481-2243,경기도 안산시 환경녹지국 환경정책과,2024-02-27
중소벤처기업연수원,공공시설,483,경기 안산시 단원구 연수원로 87 (원곡동),37.32064726,126.7979051,2024,화학사고,031-481-2243,경기도 안산시 환경녹지국 환경정책과,2024-12-19
호수체육관,체육관,839,경기 안산시 단원구 적금로 9 (고잔동),37.30908002,126.8245942,2024,화학사고,031-481-2243,경기도 안산시 환경녹지국 환경정책과,2024-12-19
부천실내체육관,체육관,15531,경기도 부천시 원미구 석천로 293 (중동),37.51344785,126.7632329,2021,화학사고,032-625-3161,경기도 부천시 경제환경국 환경정책과,2025-08-20
부천여월중학교 체육관,체육관,797,경기도 부천시 오정구 성곡로57번길 25 (여월동),37.51680033,126.7975582,2021,화학사고,032-625-3161,경기도 부천시 경제환경국 환경정책과,2025-08-20
서촌다목적체육관,체육관,894,경기도 부천시 원미구 부일로 172 (상동),37.48823185,126.7483842,2024,화학사고,032-625-3161,경기도 부천시 경제환경국 환경정책과,2025-08-20
송내사회체육관,체육관,3996,경기 부천시 소사구 경인로120번길 45 (송내동),37.48198232,126.7688157,2025,화학사고,032-625-3161,경기도 부천시 경제환경국 환경정책과,2025-05-27
오정레포츠센터,체육관,1837,경기 부천시 오정구 상오정로 169 (오정동),37.52895769,126.7965977,2026,화학사고,032-625-3161,경기도 부천시 경제환경국 환경정책과,2026-04-23
능평초등학교,전체,16516,경기 광주시 창뜰아랫길 14-3 (능평동),37.34879441,127.1666131,2024,화학사고,031-760-3765,경기도 광주시 기후산림국 수질정책과,2025-08-18
평촌3경로당,평촌3경로당,57,대전 서구 증촌1길 104 (평촌동),36.23580885,127.3061696,1993,화학사고,042-288-3011,대전광역시 서구 주민복지국 복지정책과,2023-08-16
봉산초등학교,봉산초등학교,5666,대전 서구 신갈마로141번길 45 (갈마동),36.34530462,127.3656879,1981,화학사고,042-523-0101,대전광역시교육청 대전광역시서부교육지원청 대전봉산초등학교,2025-08-24
관저종합사회복지관 강당,관저종합사회복지관 강당,158,대전 서구 구봉로 13 (관저동),36.29822872,127.3253282,2004,화학사고,042-545-6810,대전광역시 서구 주민복지국 복지정책과,2025-08-24
관저중학교 강당,관저중학교 강당,249,대전 서구 관저동로 143 (관저동),36.30517361,127.3394582,2016,화학사고,042-540-5883,대전광역시교육청 대전광역시서부교육지원청 대전관저중학교,2025-08-24
동방고등학교 강당,동방고등학교 강당,429,대전 서구 계백로 1106 (관저동),36.30027411,127.3462895,2010,화학사고,042-333-5883,대전광역시교육청 동방고등학교,2025-08-24
서일여자고등학교,서일여자고등학교,1620,대전 서구 구봉산북로 22 (관저동),36.29376971,127.3238152,1987,화학사고,042-540-7740,대전광역시교육청 서일여자고등학교,2025-08-24
백운초등학교 다목적실,백운초등학교 다목적실,206,대전 서구 계룡로576번길 56 (괴정동),36.34070932,127.3848366,1995,화학사고,042-536-2101,대전광역시교육청 대전광역시서부교육지원청 대전백운초등학교,2025-08-24
대전도마중학교 강당,대전도마중학교 강당,249,대전 서구 도솔2길 22 (도마동),36.31890482,127.3721876,2003,화학사고,042-520-1500,대전광역시교육청 대전광역시서부교육지원청 대전도마중학교,2025-08-24
도마실국민체육센터 체육관,도마실국민체육센터 체육관,377,대전 서구 유등로 235 (도마동),36.31296963,127.3852765,2016,화학사고,042-288-2732,대전광역시 서구 자치행정국 문화체육과,2025-08-24
서대전여자고등학교 강당,서대전여자고등학교 강당,931,대전 서구 배재로197번길 20 (도마동),36.32650324,127.3695342,2013,화학사고,042-520-6103,대전광역시교육청 서대전여자고등학교,2025-08-24
제일고등학교 체육관,제일고등학교 체육관,343,대전 서구 배재로46번길 77 (도마동),36.31398123,127.372476,2007,화학사고,042-522-4023,대전광역시교육청 대전제일고등학교,2025-08-24
대전도안초등학교 강당,대전도안초등학교 강당,271,대전 서구 원도안로 200 (도안동),36.32153794,127.3445767,2011,화학사고,042-543-7803,대전광역시교육청 대전광역시서부교육지원청 대전도안초등학교,2025-08-24
대전삼천중학교 강당,대전삼천중학교 강당,359,대전 서구 문정로 271 (둔산동),36.35819747,127.3949333,2015,화학사고,042-483-6733,대전광역시교육청 대전광역시서부교육지원청 대전삼천중학교,2025-08-24
둔산종합사회복지관 강당,둔산종합사회복지관 강당,116,대전 서구 둔산로 241 (둔산동),36.35237316,127.4011621,1991,화학사고,042-482-2032,대전광역시 서구 주민복지국 복지정책과,2025-08-24
만년중학교 강당,만년중학교 강당,412,대전 서구 만년남로 17 (만년동),36.36664498,127.3763928,1997,화학사고,042-480-2806,대전광역시교육청 대전광역시서부교육지원청 대전만년중학교,2025-08-24
대전갑천초등학교 체육관,대전갑천초등학교 체육관,326,대전 서구 월평동로 61 (월평동),36.36022277,127.3681504,1995,화학사고,042-488-3322,대전광역시교육청 대전광역시서부교육지원청 대전갑천초등학교,2025-08-24
탄방초등학교 체육관,탄방초등학교 체육관,379,대전 서구 탄방로 15 (탄방동),36.34537409,127.3914097,2006,화학사고,042-486-7604,대전광역시교육청 대전광역시서부교육지원청 대전탄방초등학교,2025-08-24
변동중학교 강당,변동중학교 강당,738,대전 서구 도산로181번길 39 (변동),36.3245057,127.3757724,2010,화학사고,042-530-8503,대전광역시교육청 대전광역시서부교육지원청 대전변동중학교,2025-08-24
내동초등학교 체육관,내동초등학교 체육관,353,대전 서구 동서대로1063번길 13 (내동),36.33033437,127.3792447,2009,화학사고,042-535-8793,대전광역시교육청 대전광역시서부교육지원청 대전내동초등학교,2025-08-24
금동초등학교 강당(본관3층),금동초등학교 강당(본관3층),131,대전 서구 관저로 45 (관저동),36.29834024,127.3265672,1999,화학사고,042-542-3334,대전광역시교육청 대전광역시서부교육지원청 대전금동초등학교,2025-08-24
광남초등학교,체육관,1170,서울특별시 광진구 아차산로70길 35 (광장동),37.54119688,127.100971,2021,화학사고,02-450-7804,서울특별시 광진구 안전환경국 환경과,2024-08-19
신자초등학교,교육정보관동,424,서울특별시 광진구 뚝섬로46길 64 (자양동),37.53027101,127.0754952,2021,화학사고,02-450-7804,서울특별시 광진구 안전환경국 환경과,2024-08-19
건국대학교사범대학부속중·고등학교,체육관,1140,서울특별시 광진구 자양로 145-1 (화양동),37.54054525,127.081395,2021,화학사고,02-450-7804,서울특별시 광진구 안전환경국 환경과,2024-08-19
동국대학교사범대학부속가람중·고등학교,체육관,1185,서울특별시 광진구 광나루로36길 47 (구의동),37.54257948,127.0873972,2021,화학사고,02-450-7804,서울특별시 광진구 안전환경국 환경과,2024-08-19
자양중학교,체육관,1284,서울특별시 광진구 뚝섬로41길 33 (자양동),37.53479885,127.0750076,2021,화학사고,02-450-7804,서울특별시 광진구 안전환경국 환경과,2024-08-19
정립회관,체육관,5123,서울특별시 광진구 워커힐로 93 (구의동),37.54992797,127.0978085,2021,화학사고,02-450-7804,서울특별시 광진구 안전환경국 환경과,2024-08-19
국사봉체육관,강당,1827,서울특별시 관악구 국회단지길 144 (봉천동),37.49173121,126.9415589,2023,화학사고,02-879-6275,서울특별시 관악구 청년문화국 녹색환경과,2026-04-23
반천초등학교,다목적강당,251,울산광역시 울주군 언양읍 샘소3길 19 (반천리),35.55609517,129.1832056,2021,화학사고,052-204-2132,울산광역시 울주군 복지환경국 환경기후과,2026-05-06
언양고등학교,체육관,239,울산광역시 울주군 언양읍 언양로 53 (어음리),35.56229933,129.1338952,2021,화학사고,052-204-2132,울산광역시 울주군 복지환경국 환경기후과,2026-05-06
옹기종기도서관,세미나실,30,울산광역시 울주군 온양읍 온양로 38-1 (운화리),35.41284184,129.2764685,2021,화학사고,052-204-2132,울산광역시 울주군 복지환경국 환경기후과,2026-05-06
남창중학교,다목적강당,240,울산광역시 울주군 온양읍 동상로 66 (동상리),35.41919803,129.2867691,2021,화학사고,052-204-2132,울산광역시 울주군 복지환경국 환경기후과,2026-05-06
온남초등학교,체육관,273,울산광역시 울주군 온양읍 화산발리로 734 (대안리),35.40549171,129.2893094,2021,화학사고,052-204-2132,울산광역시 울주군 복지환경국 환경기후과,2023-07-30
온양초등학교,다목적강당,221,울산광역시 울주군 온양읍 남창1길 32 (남창리),35.41855023,129.2798104,2021,화학사고,052-204-2132,울산광역시 울주군 복지환경국 환경기후과,2026-05-06
삼정초등학교,다목적강당,190,울산광역시 울주군 청량읍 삼정로 36 (삼정리),35.49066798,129.2337132,2021,화학사고,052-204-2132,울산광역시 울주군 복지환경국 환경기후과,2026-05-06
웅촌문화복지센터,음악연습실 스포츠댄스실,60,울산광역시 울주군 웅촌면 새초천길 10 (곡천리),35.46118552,129.2077062,2021,화학사고,052-204-2132,울산광역시 울주군 복지환경국 환경기후과,2023-07-30
웅촌중학교,체육관,200,울산광역시 울주군 웅촌면 새초천길 13 (곡천리),35.46231192,129.2085658,2021,화학사고,052-204-2132,울산광역시 울주군 복지환경국 환경기후과,2026-05-06
웅촌초등학교,다목적강당,144,울산광역시 울주군 웅촌면 곡천검단로 4 (곡천리),35.46391257,129.2068996,2021,화학사고,052-204-2132,울산광역시 울주군 복지환경국 환경기후과,2026-05-06
신전면게이트볼장,체육시설,552,전라남도 강진군 신전면 신전중앙길 15-5 (수양리),34.51308276,126.7200649,2021,화학사고,061-430-3303,전라남도 강진군 환경과,2021-10-25
마량면게이트볼장,체육시설,552,전라남도 강진군 마량면 마량8길 20 (마량리),34.4504602,126.8189497,2021,화학사고,061-430-3303,전라남도 강진군 환경과,2021-10-25
대구면게이트볼장,체육시설,552,전라남도 강진군 대구면 수동길 6 (수동리),34.49456921,126.8004976,2021,화학사고,061-430-3303,전라남도 강진군 환경과,2021-10-25
도암면게이트볼장,체육시설,552,전라남도 강진군 도암면 도암중앙로 57-5(향촌리),34.5449201,126.7272113,2021,화학사고,061-430-3302,전라남도 강진군 환경과,2021-10-25
성전면게이트볼장,체육시설,552,전라남도 강진군 성전면 예향로 12-9(월평리),34.69248786,126.7079212,2021,화학사고,061-430-3303,전라남도 강진군 환경과,2021-10-25
작천면게이트볼장,체육시설,552,전라남도 강진군 작천면 평리길 42(평리),34.7041638,126.7737257,2021,화학사고,061-430-3303,전라남도 강진군 환경과,2021-10-25
옴천면게이트볼장,체육시설,501,전라남도 강진군 옴천면 개산중앙길 1(개산리),34.74483742,126.7949181,2021,화학사고,061-430-3303,전라남도 강진군 환경과,2021-10-25
고원실내체육관,체육관,10624,강원특별자치도 태백시 태백로 1485(문곡동),37.1340654,129.0059535,2021,화학사고,033-550-2281,강원특별자치도 태백시 경제국 스포츠과,2026-05-08
태백국민체육센터,체육관,1556,강원특별자치도 태백시 번영로 220(황지동),37.16298228,128.985334,2021,화학사고,033-806-5044,강원특별자치도 태백시 경제국 스포츠과,2021-09-17
은산면체육회관,체육관,675,충남 부여군 은산면 충의로 686 (신대리),36.30990136,126.8541533,2025,화학사고,041-830-2299,충청남도 부여군 농림축산환경국 환경과,2026-05-08
덕치초등학교,돌봄교실,151,전북특별자치도 임실군 덕치면 인덕로 1217(일중리),35.49629513,127.148148,2022,화학사고,063-640-2963,전북특별자치도 임실군 복지환경국 환경보호과,2022-04-15
갈담초등학교,다목적실,332,전북특별자치도 임실군 강진면 호국로 65(갈담리),35.53209722,127.1655001,2022,화학사고,063-640-2963,전북특별자치도 임실군 복지환경국 환경보호과,2022-04-15
운암초등학교,강당,433,전북특별자치도 임실군 운암면 상운길 12(쌍암리),35.66369521,127.1569275,2022,화학사고,063-640-2963,전북특별자치도 임실군 복지환경국 환경보호과,2022-04-15
청웅초등학교,강당,339,전북특별자치도 임실군 청웅면 청웅로 188(구고리),35.57087814,127.2049428,2022,화학사고,063-640-2963,전북특별자치도 임실군 복지환경국 환경보호과,2022-04-15
임실초등학교,강당,1336,전북특별자치도 임실군 임실읍 봉황로 64-12(성가리),35.60841041,127.2720334,2022,화학사고,063-640-2963,전북특별자치도 임실군 복지환경국 환경보호과,2022-04-15
임실기림초등학교,다목적 교실,378,전북특별자치도 임실군 임실읍 봉황로 369(두곡리),35.6284892,127.290228,2022,화학사고,063-640-2963,전북특별자치도 임실군 복지환경국 환경보호과,2022-04-15
오수초등학교,강당,1208,전북특별자치도 임실군 오수면 충효로 2059(오수리),35.54271495,127.3290445,2022,화학사고,063-640-2963,전북특별자치도 임실군 복지환경국 환경보호과,2022-04-15
지사초등학교,다목적 강당,476,전북특별자치도 임실군 지사면 방계3길 10(방계리),35.56456549,127.3564758,2022,화학사고,063-640-2963,전북특별자치도 임실군 복지환경국 환경보호과,2022-04-15
성수초등학교,강당,373,전북특별자치도 임실군 성수면 임진로 189(양지리),35.62996024,127.3305746,2022,화학사고,063-640-2963,전북특별자치도 임실군 복지환경국 환경보호과,2022-04-15
신례원초등학교,강당,344,충청남도 예산군 예산읍 신례원로 179(신례원리),36.72630085,126.8423957,2021,화학사고,041-339-7512,충청남도 예산군 산업건설국 환경과,2021-10-12
오산스포츠센터,체육관,566,경기도 오산시 경기동로 33 (오산동),37.15876892,127.0757335,2021,화학사고,031-8036-6426,경기도 오산시 도시주택국 기후환경정책과,2021-09-29
성호초등학교,체육관,402,경기도 오산시 성호새싹길 8 (오산동),37.15019185,127.0709778,2021,화학사고,031-8036-6426,경기도 오산시 도시주택국 기후환경정책과,2021-09-29
예산중학교,체육관,385,충청남도 예산군 예산읍 예중길 40(주교리),36.67884662,126.8318503,2021,화학사고,041-339-7512,충청남도 예산군 산업건설국 환경과,2021-10-12
오산중학교,체육관,303,경기도 오산시 청학로 43 (청학동),37.15416048,127.0620224,2021,화학사고,031-8036-6426,경기도 오산시 도시주택국 기후환경정책과,2021-09-29
이곡 게이트볼장,체육시설,401,충청남도 태안군 원북면 옥파로 397-4(이곡리),36.848656,126.237237,2021,화학사고,041-670-2782,충청남도 태안군 산업건설국 환경산림과,2025-08-19
원북사택 생활체육관,체육시설,730,충청남도 태안군 원북면 원이로 820-32(반계리),36.820395,126.262245,2021,화학사고,041-670-2782,충청남도 태안군 산업건설국 환경산림과,2025-08-19
영도구청 민방위교육장,관공서,260,부산광역시 영도구 태종로 423(청학동),35.09019136,129.0675471,2021,화학사고,051-419-4135,부산광역시 영도구 도시안전국 도시안전과,2021-09-28
대기초등학교,체육관,530,충청남도 태안군 원북면 대기길 12-21(대기리),36.80029324,126.2568517,2021,화학사고,041-670-2782,충청남도 태안군 산업건설국 환경산림과,2025-08-19
신봉초등학교,강당,262,세종특별자치시 조치원읍 서북부로 10 (침산리),36.60380406,127.288411,2024,화학사고,044-902-1400,세종특별자치시교육청 조치원신봉초등학교,2026-05-08
양지초등학교,강당,238,세종특별자치시 보듬8로 11 (도담동),36.51849875,127.2603104,2024,화학사고,044-867-9053,세종특별자치시교육청 양지초등학교,2026-05-08
연세초등학교,강당,172,세종특별자치시 다솜로 291 (어진동),36.50573314,127.2713692,2024,화학사고,044-860-6501,세종특별자치시교육청 연세초등학교,2026-05-08
글벗초등학교,강당,246,세종특별자치시 소담로 121 (소담동),36.48747638,127.2978096,2024,화학사고,044-999-5300,세종특별자치시교육청 글벗초등학교,2026-05-08
금호중학교,강당,323,세종특별자치시 대평로 27 (대평동),36.47045973,127.2801668,2024,화학사고,044-850-0400,세종특별자치시교육청 금호중학교,2026-05-08
전의면 복힙커뮤니티센터,체육관,223,세종특별자치시 전의면 운주산로 1276 (읍내리),36.68109424,127.195188,2024,화학사고,044-301-5810,세종특별자치시 전의면,2026-05-08
소담동 복합커뮤니티센터,체육관,405,세종특별자치시 한누리대로 2023 (소담동),36.48407359,127.3003683,2024,화학사고,044-301-7010,세종특별자치시 소담동,2026-05-08
보람동 복합커뮤니티센터,체육관,375,세종특별자치시 호려울로 42 (보람동),36.47874677,127.2904649,2024,화학사고,044-301-6710,세종특별자치시 보람동,2026-05-08
대평동 복합커뮤니티센터,체육관,665,세종특별자치시 대평1길 10 (대평동),36.47097935,127.279315,2024,화학사고,044-301-6910,세종특별자치시 대평동,2026-05-08
대호중학교,체육관,201,경기도 오산시 궐리사로29번길 19 (궐동),37.16229393,127.0568659,2021,화학사고,031-8036-6426,경기도 오산시 도시주택국 기후환경정책과,2021-09-29
남부종합사회복지관,강당,1350,경기도 오산시 오산로132번길 28-5 (원동),37.138648,127.0723249,2023,화학사고,031-8036-6426,경기도 오산시 도시주택국 기후환경정책과,2023-01-04
오산세교종합사회복지관,복지회관,184,경기 오산시 수청로 192 (금암동),37.17775181,127.044835,2016,화학사고,031-8036-7407,경기도 오산시 복지교육국 희망복지과,2025-05-22
매홀중학교,학교,256,경기 오산시 내삼미로48번길 17 (수청동),37.16798475,127.0686699,2010,화학사고,031-8036-7407,경기도 오산시 복지교육국 희망복지과,2025-05-22
수청초등학교,학교,165,경기 오산시 오산대역로 123 (수청동),37.17084729,127.0554738,2006,화학사고,031-8036-7407,경기도 오산시 복지교육국 희망복지과,2025-05-22
광성초등학교,학교,238,경기 오산시 수목원로 577-18 (세교동),37.18414545,127.0397103,2010,화학사고,031-8036-7407,경기도 오산시 복지교육국 희망복지과,2025-05-22
대원초등학교,학교,193,경기 오산시 경기대로25번길 45 (갈곶동),37.13055379,127.0711928,2004,화학사고,031-8036-7407,경기도 오산시 복지교육국 희망복지과,2025-05-22
원동초등학교,학교,340,경기 오산시 오산로 92 (원동),37.13551274,127.0697603,2017,화학사고,031-8036-7407,경기도 오산시 복지교육국 희망복지과,2025-05-22
오산오색문화체육센터,체육관,719,경기 오산시 오산천로 271 (오산동),37.15625788,127.0715027,2021,화학사고,031-8036-7407,경기도 오산시 복지교육국 희망복지과,2025-05-22
광희중학교,체육관,557,서울특별시 성동구 독서당로62길 46 (응봉동),37.5510966,127.0339601,2022,화학사고,02-2286-5499,서울특별시 성동구 스마트포용도시국 맑은환경과,2024-05-31
창원체육관,체육관,2008,경상남도 창원시 성산구 원이대로 450(중앙동),35.232778,128.666389,2021,화학사고,055-225-3534,경상남도 창원시 기후환경국 환경정책과,2021-09-30
금산종합체육관,체육관,2000,충남 금산군 금산읍 사직로 20 (상옥리),36.10138659,127.4789591,2023,화학사고,041-750-2407,충청남도 금산군 행정복지국 관광문화체육과,2026-05-08
군북면체육센터,체육관,338,충남 금산군 군북면 산꽃로 26-3 (두두리),36.16878885,127.5294709,2023,화학사고,041-750-8455,충청남도 금산군 군북면,2026-05-08
하니움문화스포츠센터,대강당,3544,전라남도 화순군 화순읍 학포로 2698 (대리),35.048409,126.965631,2009,화학사고,061-379-3592,전라남도 화순군 환경과,2025-08-29
금동초등학교,강당(3층),661,서울 금천구 금하로30길 53 (시흥동),37.44776578,126.9163964,2021,화학사고,02-2627-1515,서울특별시 금천구 문화환경국 환경과,2026-05-11
금천문화회관,무용실(3층),107,서울특별시 금천구 시흥대로38길 61(시흥동),37.4464093,126.9044491,2021,화학사고,02-2627-1515,서울특별시 금천구 문화환경국 환경과,2026-05-11
